NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI24,24,8,4,99.74,3.39,24.25,-4.2,1049.8,0.0977,-310.26,3.09368,10,24,6,24
NaI25,25,8,4,99.87,17.14,17.45,-4.25,1050.6,0.0977,-365.159,3.60178,10,25,6,25
NaI26,26,8,4,99.8,24.11,4.23,-4.23,1049.2,0.0977,-314.288,3.27338,10,26,6,26
NaI27,27,8,4,99.81,21.93,-10.85,-4.23,1053,0.0977,-282.304,3.61046,10,27,6,27
NaI28,28,8,4,99.8,11.31,-21.69,-4.22,1051.7,0.0977,-305.591,3.35525,10,28,6,28
NaI29,29,8,4,99.81,-3.38,-24.35,-4.25,1049.7,0.0977,-312.453,3.26887,10,29,6,29
NaI30,30,8,5,88.35,-10.68,-22.06,0.71,1050.1,0.0977,-350.103,3.23309,10,30,6,30
NaI31,31,8,5,88.29,-21.65,-11.63,0.73,1054,0.0977,-312.333,3.15318,10,31,6,31
NaI32,32,8,5,88.3,-24.12,3.54,0.73,1047.1,0.0977,-304.779,3.42689,11,0,6,32
NaI33,33,8,5,88.42,-17.83,16.9,0.68,1047.4,0.0977,-280.747,3.15968,11,1,6,33
NaI34,34,8,5,88.39,-4.21,24.14,0.69,1046.4,0.0977,-350.491,3.11053,11,2,6,34
NaI35,35,8,5,88.48,10.76,21.99,0.65,1047,0.0977,-340.113,3.29848,11,3,6,35
NaI36,36,8,5,88.31,21.62,11.24,0.72,1046.3,0.0977,-308.651,3.42347,11,4,6,36
NaI37,37,8,5,88.34,24.22,-3.42,0.71,1051.4,0.0977,-371.748,3.4429,11,5,6,37
NaI38,38,8,5,88.28,17.66,-16.99,0.74,1048.9,0.0977,-399.087,3.45527,11,6,6,38
NaI39,39,8,5,88.38,4.14,-24.11,0.69,1048.8,0.0977,-369.713,3.38459,11,7,6,39
NaI40,40,8,6,79.01,-15.56,-25,5.72,1048.6,0.0977,-389.712,3.32122,11,8,6,40
NaI41,41,8,6,79.25,-26.06,-14.28,5.64,1042.6,0.0977,-375.74,4.75184,11,9,6,41
NaI42,42,8,6,79.08,-29.49,0.98,5.69,1050.2,0.0977,-305.87,3.30265,11,10,6,42
NaI43,43,8,6,79.13,-24.99,15.81,5.68,1049.4,0.0977,-330.902,3.26821,11,11,6,43
NaI44,44,8,6,79.13,-13.65,26.15,5.66,1050.3,0.0977,-378.141,3.20733,11,12,6,44
NaI45,45,8,6,79.04,1.04,29.5,5.72,1049.4,0.0977,-358.186,3.23534,11,13,6,45
NaI46,46,8,6,79.01,15.61,25.08,5.74,1052.5,0.0977,-401.369,3.28987,11,14,6,46
NaI47,47,8,6,79.06,26.05,14.13,5.73,1051.5,0.0977,-296.473,3.2268,11,15,6,47
NaI48,48,8,6,79.13,29.45,-1.04,5.66,1049.7,0.0977,-455.098,3.47462,11,16,6,48
NaI49,49,8,6,79.05,24.94,-15.72,5.7,1044,0.0977,-365.275,3.3515,11,17,6,49
NaI50,50,8,6,79.07,13.61,-26.09,5.68,1047.1,0.0977,-328.609,3.42325,11,18,6,50
NaI51,51,8,6,78.98,-1.48,-29.25,5.71,1048.2,0.0977,-352.175,2.99854,11,19,6,51
NaI52,52,8,7,72.22,-15.21,-29.28,10.58,1046.6,0.0977,-355.677,3.18058,11,20,6,52
NaI53,53,8,7,72.26,-26.54,-19.63,10.56,1046.1,0.0977,-337.391,3.13019,15,27,8,75
NaI54,54,8,7,72.11,-32.27,-5.8,10.58,1044.7,0.0977,-375.366,3.2573,11,22,6,54
NaI55,55,8,7,71.94,-31.59,8.66,10.68,1048.8,0.0977,-364.272,3.27637,11,23,6,55
NaI56,56,8,7,71.89,-24.42,21.64,10.67,1046,0.0977,-311.732,3.21137,11,24,6,56
NaI57,57,8,7,71.94,-13.35,30.09,10.74,1045.4,0.0977,-373.595,3.02777,11,25,6,57
NaI58,58,8,7,71.97,0.9,32.76,10.67,1045,0.0977,-389.975,3.21462,11,26,6,58
NaI59,59,8,7,72.12,15.08,29.36,10.65,1044.8,0.0977,-403.197,3.18336,11,27,6,59
NaI60,60,8,7,72.26,26.54,19.64,10.56,1046.6,0.0977,-371.413,3.5399,11,28,6,60
NaI61,61,8,7,72.17,32.32,5.78,10.56,1046.9,0.0977,-389.051,3.25017,11,29,6,61
NaI62,62,8,7,71.97,31.43,-8.87,10.63,1044.5,0.0977,-302.072,3.12586,15,29,8,77
NaI63,63,8,7,71.8,24.42,-21.56,10.71,1050.4,0.0977,-379.028,3.34798,11,31,6,63
NaI64,64,8,7,71.88,13.11,-30.07,10.74,1043.1,0.0977,-234.698,3.23817,12,0,6,64
NaI65,65,8,7,72.06,-0.97,-32.89,10.65,1051,0.0977,-293.069,3.4212,12,1,6,65
NaI66,66,8,8,53.19,-19.21,-28.27,25.58,1045.5,0.0977,-276.71,3.2271,12,2,6,66
NaI67,67,8,8,53.2,-29.51,-17.16,25.54,1043.2,0.0977,-225.218,-10,12,3,6,67
NaI68,68,8,8,53.26,-34.13,-2.61,25.55,1044.9,0.0977,-341.411,3.04892,12,4,6,68
NaI69,69,8,8,53.16,-31.75,12.42,25.55,1043.5,0.0977,-283.937,3.25665,12,5,6,69
NaI70,70,8,8,53.21,-23.34,24.99,25.57,1043.1,0.0977,-287.898,3.28018,12,6,6,70
NaI71,71,8,8,53.24,-10.19,32.75,25.62,1043.6,0.0977,-284.267,3.18251,12,7,6,71
NaI72,72,8,8,53.28,4.94,33.88,25.54,1041.5,0.0977,-352.652,3.24417,15,26,8,74
NaI73,73,8,8,53.29,19.19,28.28,25.48,1045.5,0.0977,-249.315,3.11266,12,9,6,73
NaI74,74,8,8,53.28,29.5,17.34,25.53,1045.1,0.0977,-236.273,3.22586,12,10,6,74
NaI75,75,8,8,53.33,34.22,2.85,25.57,1045.2,0.0977,-300.955,3.34959,12,11,6,75
NaI76,76,8,8,53.19,31.75,-12.43,25.52,1044.5,0.0977,-259.059,3.02581,12,12,6,76
NaI77,77,8,8,53.32,23.41,-25.04,25.53,1044.3,0.0977,-241.917,3.24362,12,13,6,77
NaI78,78,8,8,53.26,10.24,-32.7,25.57,1043.5,0.0977,-242.699,3.12789,12,14,6,78
NaI79,79,8,8,53.19,-5.01,-33.79,25.56,1047.5,0.0977,-281.22,3.12339,12,15,6,79
NaI80,80,8,9,45.64,-12.33,-29.29,31.07,1043.6,0.0977,-286.119,3.08251,12,16,6,80
NaI81,81,8,9,45.61,-23.85,-20.91,31.05,1042.8,0.0977,-335.874,3.08384,12,17,6,81
NaI82,82,8,9,45.77,-30.68,-8.62,31.02,1044.1,0.0977,-316.432,3.18989,12,18,6,82
NaI83,83,8,9,45.8,-31.47,5.57,31.09,1042.3,0.0977,-343.476,3.35985,12,19,6,83
NaI84,84,8,9,45.72,-25.78,18.65,31.03,1045,0.0977,-348.667,3.08669,12,20,6,84
NaI85,85,8,9,45.88,-15.3,28.11,31.03,1042.7,0.0977,-312.169,2.91291,12,21,6,85
NaI86,86,8,9,45.75,-1.45,31.85,31.06,1040.7,0.0977,-277.969,3.08177,12,22,6,86
NaI87,87,8,9,45.85,12.46,29.46,31.05,1045.3,0.0977,-289.128,3.20512,12,23,6,87
NaI88,88,8,9,45.62,23.86,20.97,31.08,1044.7,0.0977,-366.256,3.13212,12,24,6,88
NaI89,89,8,9,45.73,30.73,8.49,31.08,1044.8,0.0977,-256.261,3.15434,12,25,6,89
NaI90,90,8,9,45.72,31.32,-5.76,31.05,1043.7,0.0977,-315.219,3.19574,12,26,6,90
NaI91,91,8,9,45.66,25.78,-18.59,31.06,1045.6,0.0977,-396.494,3.09683,12,27,6,91
NaI92,92,8,9,45.72,15.3,-27.94,31.07,1043.2,0.0977,-229.439,3.00723,12,28,6,92
NaI93,93,8,9,45.62,1.52,-31.76,31.12,1047.2,0.0977,-326.027,3.2475,12,29,6,93
NaI94,94,8,10,39.11,-17.11,-24.31,36.56,1046.9,0.0977,-377.66,3.24974,12,30,6,94
NaI95,95,8,10,39.04,-25.94,-14.33,36.55,1045.2,0.0977,-338.754,3.19502,12,31,6,95
NaI96,96,8,10,39.14,-29.66,-1.75,36.51,1042.9,0.0977,-393.285,3.16112,13,0,6,96
NaI97,97,8,10,39.17,-27.56,11.24,36.54,1042.7,0.0977,-285.909,3.1339,13,1,6,97
NaI98,98,8,10,39.06,-19.83,22.06,36.55,1042.2,0.0977,-289.635,3.27637,13,2,6,98
NaI99,99,8,10,39.2,-8.28,28.61,36.51,1043.5,0.0977,-353.207,3.27548,13,3,6,99
NaI100,100,8,10,39.22,4.91,29.41,36.53,1042.3,0.0977,-360.904,3.13744,13,4,6,100
NaI101,101,8,10,39.14,17.13,24.34,36.57,1044.7,0.0977,-299.362,3.20219,13,5,6,101
NaI102,102,8,10,39.03,25.92,14.38,36.56,1044.2,0.0977,-340.927,3.11394,13,6,6,102
NaI103,103,8,10,39.12,29.68,1.72,36.55,1043.2,0.0977,-256.224,3.15642,13,7,6,103
NaI104,104,8,10,39.07,27.39,-11.35,36.52,1043.6,0.0977,-308.51,3.10889,13,8,6,104
NaI105,105,8,10,39.25,20.12,-22.09,36.58,1042.2,0.0977,-241.207,3.10816,13,9,6,105
NaI106,106,8,10,39.16,8.47,-28.53,36.54,1047.5,0.0977,-327.7,3.25709,13,10,6,106
NaI107,107,8,10,38.97,-4.78,-29.22,36.59,1043.9,0.0977,-216.15,3.10415,13,11,6,107
NaI108,108,8,11,34.08,-10.74,-26.34,42.04,1043.1,0.0977,-427.562,3.16964,13,12,6,108
NaI109,109,8,11,34.12,-21.09,-19.15,42.05,1046.1,0.0977,-349.833,3.14871,13,13,6,109
NaI110,110,8,11,34.3,-27.46,-8.15,41.99,1047.1,0.0977,-282.671,3.16494,13,14,6,110
NaI111,111,8,11,34.14,-28.14,4.6,42.05,1045.9,0.0977,-243.574,3.33188,13,15,6,111
NaI112,112,8,11,34.18,-23.36,16.37,42.02,1045.9,0.0977,-273.27,3.0702,13,16,8,0
NaI113,113,8,11,34.12,-14.03,24.8,42.05,1042.2,0.0977,-260.82,3.13746,13,17,8,1
NaI114,114,8,11,34.04,-1.66,28.34,42.02,1044.6,0.0977,-363.9,3.12201,13,18,8,2
NaI115,115,8,11,34.26,10.72,26.55,42.03,1045.2,0.0977,-304.178,3.00322,13,19,8,3
NaI116,116,8,11,34.15,21.14,19.1,42,1044.4,0.0977,-220.1,3.06467,13,20,8,4
NaI117,117,8,11,34.2,27.36,7.87,41.9,1044.4,0.0977,-242.532,3.13261,13,21,8,5
NaI118,118,8,11,34.11,28.07,-4.59,42,1044.9,0.0977,-281.34,3.16321,13,22,8,6
NaI119,119,8,11,34.17,23.39,-16.35,42.03,1045.9,0.0977,-256.699,3.34608,13,23,8,7
NaI120,120,8,11,34.33,14.01,-24.99,41.94,1046.4,0.0977,-398.467,3.22748,13,24,8,8
NaI121,121,8,11,34.16,1.81,-28.47,42.03,1045.2,0.0977,-312.601,3.19299,13,25,8,9
NaI122,122,8,12,31.69,-18.73,-25.85,51.72,1028.2,0.0977,-464.946,3.42659,13,26,8,10
NaI123,123,8,12,32.44,-26.07,-19.13,50.87,1035.5,0.0977,-350.897,3.47175,13,27,8,11
NaI124,124,8,12,32.79,-26.24,19.21,50.48,1026.6,0.0977,-286.922,3.15335,13,28,8,12
NaI125,125,8,12,31.55,-19.04,25.48,51.81,1037.8,0.0977,-207.486,3.15397,13,29,8,13
NaI126,126,8,12,31.97,18.91,25.95,51.44,1031.1,0.0977,-287.541,3.39726,13,30,8,14
NaI127,127,8,12,32.47,26.1,18.95,50.69,1037,0.0977,-383.186,3.32891,13,31,8,15
NaI128,128,8,12,32.29,25.85,-19.05,50.81,1029.7,0.0977,-333.562,3.41646,14,0,8,16
NaI129,129,8,12,31.57,18.94,-25.6,51.82,1031,0.0977,-364.9,3.41453,14,1,8,17
NaI130,130,8,12,28.28,-4.55,-27.12,51.13,1048.5,0.0977,-348.296,3.28963,14,2,8,18
NaI131,131,8,12,29.2,-12.31,-25.82,51.18,1029.3,0.0977,-360.438,3.42519,14,3,8,19
NaI132,132,8,12,27.83,-18.79,-19.21,50.89,1032.3,0.0977,-304.086,3.21749,14,4,8,20
NaI133,133,8,12,29.25,-25.79,-12.23,50.97,1029.3,0.0977,-332.135,3.26292,14,5,8,21
NaI134,134,8,12,27.87,-27.1,-3.76,51.73,1049,0.0977,-303.777,3.21223,14,6,8,22
NaI135,135,8,12,27.56,-26.9,4.03,52.11,1050.4,0.0977,-330.381,3.29036,14,7,8,23
NaI136,136,8,12,29.29,-25.85,12.12,50.89,1029.3,0.0977,-346.842,3.32716,14,8,8,24
NaI137,137,8,12,28.03,-18.91,19.26,50.7,1033.8,0.0977,-386.456,3.36569,14,9,8,25
NaI138,138,8,12,28.99,-12.16,25.76,51.42,1033.5,0.0977,-260.198,3.35621,14,10,8,26
NaI139,139,8,12,28.06,-4.59,27.05,51.48,1051,0.0977,-351.181,3.34234,14,11,8,27
NaI140,140,8,12,28.19,4.53,27.12,51.3,1050.7,0.0977,-323.1,3.29034,14,12,8,28
NaI141,141,8,12,29.31,12.13,25.79,50.77,1035.1,0.0977,-507.429,5.25035,14,13,8,29
NaI142,142,8,12,27.7,18.68,19.2,51.02,1021.2,0.0977,-386.059,3.27192,14,14,8,30
NaI143,143,8,12,29.32,25.84,12.19,50.87,1035.5,0.0977,-441.034,3.26987,14,15,8,31
NaI144,144,8,12,27.96,27.13,3.94,51.66,1042.9,0.0977,-299.779,3.23525,14,16,8,32
NaI145,145,8,12,27.83,27.05,-4.14,51.83,1042.8,0.0977,-373.966,3.30674,14,17,8,33
NaI146,146,8,12,29.41,25.87,-12.08,50.65,1026.7,0.0977,-328.205,3.30759,14,18,8,34
NaI147,147,8,12,27.89,18.8,-19.24,50.82,1029.2,0.0977,-417.867,3.33207,14,19,8,35
NaI148,148,8,12,29.23,12.13,-25.96,51.21,1027.2,0.0977,-336.335,3.33292,14,20,8,36
NaI149,149,8,12,28.25,4.66,-27.12,51.22,1042.4,0.0977,-392.386,3.19919,14,21,8,37
NaI150,150,8,12,23.6,-4.37,-21.86,51.03,1041.9,0.0977,-303.967,3.14037,14,22,8,38
NaI151,151,8,12,24.26,-12.2,-19.12,50.32,1027.8,0.0977,-372.759,3.04895,14,23,8,39
NaI152,152,8,12,24.31,-19.18,-12.26,50.39,1027.1,0.0977,-363.434,3.24676,14,24,8,40
NaI153,153,8,12,23.62,-21.91,-4.41,51.11,1042.2,0.0977,-331.008,3.28537,14,25,8,41
NaI154,154,8,12,23.58,-21.89,4.32,51.13,1045.1,0.0977,-286.744,3.0519,14,26,8,42
NaI155,155,8,12,24.27,-19.15,12.24,50.4,1025.9,0.0977,-391.321,3.42213,14,27,8,43
NaI156,156,8,12,24.36,-12.33,19.17,50.34,1017.9,0.0977,-328.643,3.09223,14,28,8,44
NaI157,157,8,12,23.6,-4.39,21.91,51.15,1046.7,0.0977,-397.163,3.09371,14,29,8,45
NaI158,158,8,12,23.56,4.45,21.88,51.21,1044.1,0.0977,-459.94,3.10995,14,30,8,46
NaI159,159,8,12,24.32,12.25,19.22,50.42,1028.3,0.0977,-372.114,3.26317,14,31,8,47
NaI160,160,8,12,24.19,19.03,12.25,50.39,1028.7,0.0977,-359.398,3.22297,15,0,8,48
NaI161,161,8,12,23.67,21.95,4.51,51.12,1040.5,0.0977,-332.641,3.1602,15,1,8,49
NaI162,162,8,12,23.72,21.96,-4.46,51.01,1039.7,0.0977,-293.401,3.24047,15,2,8,50
NaI163,163,8,12,24.24,19.16,-12.24,50.51,1027.6,0.0977,-344.917,3.29165,15,3,8,51
NaI164,164,8,12,24.33,12.19,-19.2,50.32,1026.5,0.0977,-325.646,3.38359,15,4,8,52
NaI165,165,8,12,23.55,4.37,-21.88,51.2,1042.6,0.0977,-389.489,3.11741,15,28,8,76
NaI166,166,8,12,18.51,-4.47,-16.58,51.3,1044.6,0.0977,-266.64,3.04366,15,6,8,54
NaI167,167,8,12,18.91,-12.17,-12.23,50.36,1421.5,0.0977,-266.64,3.04366,15,7,8,55
NaI168,168,8,12,18.6,-16.6,-4.44,51.07,1041.9,0.0977,-243.145,3.10054,15,8,8,56
NaI169,169,8,12,18.6,-16.68,4.38,51.25,1043.7,0.0977,-312.448,3.04355,15,9,8,57
NaI170,170,8,12,18.98,-12.3,12.23,50.43,1025.8,0.0977,-353.891,3.20693,15,10,8,58
NaI171,171,8,12,18.62,-4.49,16.61,51.08,1040.7,0.0977,-372.506,3.29121,15,11,8,59
NaI172,172,8,12,18.58,4.38,16.65,51.23,1039.8,0.0977,-344.629,3.21993,15,12,8,60
NaI173,173,8,12,18.96,12.25,12.22,50.36,1021.7,0.0977,-405.198,3.36885,15,13,8,61
NaI174,174,8,12,18.7,16.66,4.6,51.06,1042.8,0.0977,-343.472,3.37894,15,14,8,62
NaI175,175,8,12,18.49,16.58,-4.39,51.3,1043.8,0.0977,-352.587,3.06416,15,15,8,63
NaI176,176,8,12,18.97,12.21,-12.26,50.34,1020.1,0.0977,-410.038,3.36807,15,16,8,64
NaI177,177,8,12,18.6,4.4,-16.68,51.27,1037.8,0.0977,-337.32,3.19876,15,17,8,65
NaI178,178,8,12,13.19,-4.44,-11.26,51.62,1041.8,0.0977,-327.068,3.02319,15,18,8,66
NaI179,179,8,12,13.23,-11.27,-4.42,51.51,1042.5,0.0977,-412.557,2.99034,15,19,8,67
NaI180,180,8,12,13.27,-11.25,4.42,51.22,1040.2,0.0977,-354.313,3.29925,15,20,8,68
NaI181,181,8,12,13.21,-4.57,11.2,51.5,1044.1,0.0977,-329.122,2.97124,15,21,8,69
NaI182,182,8,12,13.23,4.51,11.2,51.35,1044.6,0.0977,-297.278,2.92909,15,22,8,70
NaI183,183,8,12,13.27,11.28,4.49,51.46,1039.7,0.0977,-411.605,3.31396,15,23,8,71
NaI184,184,8,12,13.25,11.29,-4.42,51.47,1040,0.0977,-427.946,3.32898,15,24,8,72
NaI185,185,8,12,13.23,4.4,-11.24,51.35,1041.5,0.0977,-309.106,3.07025,15,25,8,73
NaI186,186,8,13,18.46,-999,-999,-999,995.5,0.0977,-783.202,-10,15,30,6,127
NaI187,187,8,8,18.46,-999,-999,-999,995.5,0.0977,-783.202,-10,15,31,8,127
