NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI47,47,8,6,79.06,26.05,14.13,5.73,1005.5,0.0977,-322.187,3.35411,11,15,6,47
NaI48,48,8,6,79.13,29.45,-1.04,5.66,1003.7,0.0977,-402.052,2.97764,11,16,6,48
NaI49,49,8,6,79.05,24.94,-15.72,5.7,998,0.0977,-375.258,3.35666,11,17,6,49
NaI50,50,8,6,79.07,13.61,-26.09,5.68,1001.1,0.0977,-356.425,3.48902,11,18,6,50
NaI51,51,8,6,78.98,-1.48,-29.25,5.71,1002.2,0.0977,-372.582,3.0366,11,19,6,51
NaI52,52,8,7,72.22,-15.21,-29.28,10.58,1000.6,0.0977,-379.821,3.22149,11,20,6,52
NaI53,53,8,7,72.26,-26.54,-19.63,10.56,1000.1,0.0977,-379.038,3.23255,15,27,8,75
NaI54,54,8,7,72.11,-32.27,-5.8,10.58,998.7,0.0977,-406.256,3.32878,11,22,6,54
NaI55,55,8,7,71.94,-31.59,8.66,10.68,1002.8,0.0977,-378.264,3.28841,11,23,6,55
NaI56,56,8,7,71.89,-24.42,21.64,10.67,1000,0.0977,-332.077,3.25337,11,24,6,56
NaI57,57,8,7,71.94,-13.35,30.09,10.74,999.4,0.0977,-420.538,3.11527,11,25,6,57
NaI58,58,8,7,71.97,0.9,32.76,10.67,999,0.0977,-408.204,3.23491,11,26,6,58
NaI59,59,8,7,72.12,15.08,29.36,10.65,998.8,0.0977,-397.032,2.70478,11,27,6,59
NaI60,60,8,7,72.26,26.54,19.64,10.56,1000.6,0.0977,-397.686,3.60182,11,28,6,60
NaI61,61,8,7,72.17,32.32,5.78,10.56,1000.9,0.0977,-408.62,3.30287,11,29,6,61
NaI62,62,8,7,71.97,31.43,-8.87,10.63,998.5,0.0977,-324.743,3.16681,15,29,8,77
NaI63,63,8,7,71.8,24.42,-21.56,10.71,1004.4,0.0977,-397.034,3.382,11,31,6,63
NaI64,64,8,7,71.88,13.11,-30.07,10.74,997.1,0.0977,-255.948,3.26832,12,0,6,64
NaI65,65,8,7,72.06,-0.97,-32.89,10.65,1005,0.0977,-338.825,3.53081,12,1,6,65
NaI66,66,8,8,53.19,-19.21,-28.27,25.58,999.5,0.0977,-302.576,3.35614,12,2,6,66
NaI67,67,8,8,53.2,-29.51,-17.16,25.54,997.2,0.0977,-232.86,-10,12,3,6,67
NaI68,68,8,8,53.26,-34.13,-2.61,25.55,998.9,0.0977,-369.094,3.14314,12,4,6,68
NaI69,69,8,8,53.16,-31.75,12.42,25.55,997.5,0.0977,-300.855,3.29456,12,5,6,69
NaI70,70,8,8,53.21,-23.34,24.99,25.57,997.1,0.0977,-299.603,3.27719,12,6,6,70
NaI71,71,8,8,53.24,-10.19,32.75,25.62,997.6,0.0977,-301.121,3.18345,12,7,6,71
NaI72,72,8,8,53.28,4.94,33.88,25.54,995.5,0.0977,-368.436,3.24482,15,26,8,74
NaI73,73,8,8,53.29,19.19,28.28,25.48,999.5,0.0977,-268.038,3.18501,12,9,6,73
NaI74,74,8,8,53.28,29.5,17.34,25.53,999.1,0.0977,-255.402,3.23042,12,10,6,74
NaI75,75,8,8,53.33,34.22,2.85,25.57,999.2,0.0977,-319.72,3.38072,12,11,6,75
NaI76,76,8,8,53.19,31.75,-12.43,25.52,998.5,0.0977,-285.533,3.11744,12,12,6,76
NaI77,77,8,8,53.32,23.41,-25.04,25.53,998.3,0.0977,-258.501,3.25628,12,13,6,77
NaI78,78,8,8,53.26,10.24,-32.7,25.57,997.5,0.0977,-261.566,3.13704,12,14,6,78
NaI79,79,8,8,53.19,-5.01,-33.79,25.56,1001.5,0.0977,-295.504,3.11696,12,15,6,79
NaI80,80,8,9,45.64,-12.33,-29.29,31.07,997.6,0.0977,-306.168,3.13168,12,16,6,80
NaI81,81,8,9,45.61,-23.85,-20.91,31.05,996.8,0.0977,-358.983,3.1807,12,17,6,81
NaI82,82,8,9,45.77,-30.68,-8.62,31.02,998.1,0.0977,-337.307,3.25583,12,18,6,82
NaI83,83,8,9,45.8,-31.47,5.57,31.09,996.3,0.0977,-366.714,3.40445,12,19,6,83
NaI84,84,8,9,45.72,-25.78,18.65,31.03,999,0.0977,-368.715,3.15104,12,20,6,84
NaI85,85,8,9,45.88,-15.3,28.11,31.03,996.7,0.0977,-351.84,2.98636,12,21,6,85
NaI86,86,8,9,45.75,-1.45,31.85,31.06,994.7,0.0977,-302.274,3.18397,12,22,6,86
NaI87,87,8,9,45.85,12.46,29.46,31.05,999.3,0.0977,-309.714,3.25565,12,23,6,87
NaI88,88,8,9,45.62,23.86,20.97,31.08,998.7,0.0977,-388.527,3.20289,12,24,6,88
NaI89,89,8,9,45.73,30.73,8.49,31.08,998.8,0.0977,-280.182,3.23814,12,25,6,89
NaI90,90,8,9,45.72,31.32,-5.76,31.05,997.7,0.0977,-343.458,3.27616,12,26,6,90
NaI91,91,8,9,45.66,25.78,-18.59,31.06,999.6,0.0977,-416.106,3.14142,12,27,6,91
NaI92,92,8,9,45.72,15.3,-27.94,31.07,997.2,0.0977,-255.131,3.11554,12,28,6,92
NaI93,93,8,9,45.62,1.52,-31.76,31.12,1001.2,0.0977,-349.35,3.31575,12,29,6,93
NaI94,94,8,10,39.11,-17.11,-24.31,36.56,1000.9,0.0977,-398.756,3.31377,12,30,6,94
NaI95,95,8,10,39.04,-25.94,-14.33,36.55,999.2,0.0977,-355.971,3.19447,12,31,6,95
NaI96,96,8,10,39.14,-29.66,-1.75,36.51,996.9,0.0977,-404.872,3.12608,13,0,6,96
NaI97,97,8,10,39.17,-27.56,11.24,36.54,996.7,0.0977,-308.582,3.2171,13,1,6,97
NaI98,98,8,10,39.06,-19.83,22.06,36.55,996.2,0.0977,-306.999,3.30874,13,2,6,98
NaI99,99,8,10,39.2,-8.28,28.61,36.51,997.5,0.0977,-368.538,3.28513,13,3,6,99
NaI100,100,8,10,39.22,4.91,29.41,36.53,996.3,0.0977,-381.166,3.1566,13,4,6,100
NaI101,101,8,10,39.14,17.13,24.34,36.57,998.7,0.0977,-324.984,3.30168,13,5,6,101
NaI102,102,8,10,39.03,25.92,14.38,36.56,998.2,0.0977,-359.245,3.16816,13,6,6,102
NaI103,103,8,10,39.12,29.68,1.72,36.55,997.2,0.0977,-274.507,3.22031,13,7,6,103
NaI104,104,8,10,39.07,27.39,-11.35,36.52,997.6,0.0977,-332.479,3.15575,13,8,6,104
NaI105,105,8,10,39.25,20.12,-22.09,36.58,996.2,0.0977,-268.713,3.22994,13,9,6,105
NaI106,106,8,10,39.16,8.47,-28.53,36.54,1001.5,0.0977,-338.928,3.19207,13,10,6,106
NaI107,107,8,10,38.97,-4.78,-29.22,36.59,997.9,0.0977,-232.639,3.09256,13,11,6,107
NaI108,108,8,11,34.08,-10.74,-26.34,42.04,997.1,0.0977,-438.9,3.25256,13,12,6,108
NaI109,109,8,11,34.12,-21.09,-19.15,42.05,1000.1,0.0977,-387.08,3.35219,13,13,6,109
NaI110,110,8,11,34.3,-27.46,-8.15,41.99,1001.1,0.0977,-306.355,3.19398,13,14,6,110
NaI111,111,8,11,34.14,-28.14,4.6,42.05,999.9,0.0977,-263.76,3.35685,13,15,6,111
NaI112,112,8,11,34.18,-23.36,16.37,42.02,999.9,0.0977,-298.235,3.16574,13,16,8,0
NaI113,113,8,11,34.12,-14.03,24.8,42.05,996.2,0.0977,-283.944,3.192,13,17,8,1
NaI114,114,8,11,34.04,-1.66,28.34,42.02,998.6,0.0977,-386.127,3.18652,13,18,8,2
NaI115,115,8,11,34.26,10.72,26.55,42.03,999.2,0.0977,-326.187,3.08207,13,19,8,3
NaI116,116,8,11,34.15,21.14,19.1,42,998.4,0.0977,-241.729,3.14951,13,20,8,4
NaI117,117,8,11,34.2,27.36,7.87,41.9,998.4,0.0977,-270.333,3.20916,13,21,8,5
NaI118,118,8,11,34.11,28.07,-4.59,42,998.9,0.0977,-304.789,3.22731,13,22,8,6
NaI119,119,8,11,34.17,23.39,-16.35,42.03,999.9,0.0977,-279.089,3.43002,13,23,8,7
NaI120,120,8,11,34.33,14.01,-24.99,41.94,1000.4,0.0977,-423.626,3.28048,13,24,8,8
NaI121,121,8,11,34.16,1.81,-28.47,42.03,999.2,0.0977,-333.867,3.23893,13,25,8,9
NaI122,122,8,12,31.69,-18.73,-25.85,51.72,982.2,0.0977,-483.243,3.4743,13,26,8,10
NaI123,123,8,12,32.44,-26.07,-19.13,50.87,989.5,0.0977,-386.114,3.50761,13,27,8,11
NaI124,124,8,12,32.79,-26.24,19.21,50.48,980.6,0.0977,-321.306,3.21892,13,28,8,12
NaI125,125,8,12,31.55,-19.04,25.48,51.81,991.8,0.0977,-237.135,3.15562,13,29,8,13
NaI126,126,8,12,31.97,18.91,25.95,51.44,985.1,0.0977,-309.251,3.39539,13,30,8,14
NaI127,127,8,12,32.47,26.1,18.95,50.69,991,0.0977,-430.697,3.39748,13,31,8,15
NaI128,128,8,12,32.29,25.85,-19.05,50.81,983.7,0.0977,-298.484,3.34173,14,0,8,16
NaI129,129,8,12,31.57,18.94,-25.6,51.82,985,0.0977,-345.973,3.38307,14,1,8,17
NaI130,130,8,12,28.28,-4.55,-27.12,51.13,1002.5,0.0977,-328.188,3.24113,14,2,8,18
NaI131,131,8,12,29.2,-12.31,-25.82,51.18,983.3,0.0977,-373.988,3.39537,14,3,8,19
NaI132,132,8,12,27.83,-18.79,-19.21,50.89,986.3,0.0977,-316.836,3.19542,14,4,8,20
NaI133,133,8,12,29.25,-25.79,-12.23,50.97,983.3,0.0977,-352.335,3.26333,14,5,8,21
NaI134,134,8,12,27.87,-27.1,-3.76,51.73,1003,0.0977,-331.642,3.31322,14,6,8,22
NaI135,135,8,12,27.56,-26.9,4.03,52.11,1004.4,0.0977,-343.669,3.37261,14,7,8,23
NaI136,136,8,12,29.29,-25.85,12.12,50.89,983.3,0.0977,-358.295,3.30729,14,8,8,24
NaI137,137,8,12,28.03,-18.91,19.26,50.7,987.8,0.0977,-398.938,3.3657,14,9,8,25
NaI138,138,8,12,28.99,-12.16,25.76,51.42,987.5,0.0977,-277.708,3.34638,14,10,8,26
NaI139,139,8,12,28.06,-4.59,27.05,51.48,1005,0.0977,-358.803,3.35821,14,11,8,27
NaI140,140,8,12,28.19,4.53,27.12,51.3,1004.7,0.0977,-325.966,3.28968,14,12,8,28
NaI141,141,8,12,29.31,12.13,25.79,50.77,989.1,0.0977,-543.051,5.33838,14,13,8,29
NaI142,142,8,12,27.7,18.68,19.2,51.02,975.2,0.0977,-420.998,3.31603,14,14,8,30
NaI143,143,8,12,29.32,25.84,12.19,50.87,989.5,0.0977,-478.976,3.31323,14,15,8,31
NaI144,144,8,12,27.96,27.13,3.94,51.66,996.9,0.0977,-313.958,3.25142,14,16,8,32
NaI145,145,8,12,27.83,27.05,-4.14,51.83,996.8,0.0977,-401.434,3.37492,14,17,8,33
NaI146,146,8,12,29.41,25.87,-12.08,50.65,980.7,0.0977,-367.296,3.36706,14,18,8,34
NaI147,147,8,12,27.89,18.8,-19.24,50.82,983.2,0.0977,-422.715,3.27995,14,19,8,35
NaI148,148,8,12,29.23,12.13,-25.96,51.21,981.2,0.0977,-354.887,3.3479,14,20,8,36
NaI149,149,8,12,28.25,4.66,-27.12,51.22,996.4,0.0977,-409.03,3.20933,14,21,8,37
NaI150,150,8,12,23.6,-4.37,-21.86,51.03,995.9,0.0977,-323.344,3.20592,14,22,8,38
NaI151,151,8,12,24.26,-12.2,-19.12,50.32,981.8,0.0977,-419.21,3.12019,14,23,8,39
NaI152,152,8,12,24.31,-19.18,-12.26,50.39,981.1,0.0977,-389.202,3.26231,14,24,8,40
NaI153,153,8,12,23.62,-21.91,-4.41,51.11,996.2,0.0977,-347.972,3.33018,14,25,8,41
NaI154,154,8,12,23.58,-21.89,4.32,51.13,999.1,0.0977,-317.748,3.23299,14,26,8,42
NaI155,155,8,12,24.27,-19.15,12.24,50.4,979.9,0.0977,-428.837,3.43761,14,27,8,43
NaI156,156,8,12,24.36,-12.33,19.17,50.34,971.9,0.0977,-357.263,3.12976,14,28,8,44
NaI157,157,8,12,23.6,-4.39,21.91,51.15,1000.7,0.0977,-421.183,3.15595,14,29,8,45
NaI158,158,8,12,23.56,4.45,21.88,51.21,998.1,0.0977,-483.247,3.16538,14,30,8,46
NaI159,159,8,12,24.32,12.25,19.22,50.42,982.3,0.0977,-404.55,3.28769,14,31,8,47
NaI160,160,8,12,24.19,19.03,12.25,50.39,982.7,0.0977,-383.738,3.22626,15,0,8,48
NaI161,161,8,12,23.67,21.95,4.51,51.12,994.5,0.0977,-357.463,3.25439,15,1,8,49
NaI162,162,8,12,23.72,21.96,-4.46,51.01,993.7,0.0977,-308.629,3.27093,15,2,8,50
NaI163,163,8,12,24.24,19.16,-12.24,50.51,981.6,0.0977,-360.671,3.29934,15,3,8,51
NaI164,164,8,12,24.33,12.19,-19.2,50.32,980.5,0.0977,-334.011,3.34799,15,4,8,52
NaI165,165,8,12,23.55,4.37,-21.88,51.2,996.6,0.0977,-411.081,3.16172,15,28,8,76
NaI166,166,8,12,18.51,-4.47,-16.58,51.3,998.6,0.0977,-292.805,3.19256,15,6,8,54
NaI167,167,8,12,18.91,-12.17,-12.23,50.36,1375.5,0.0977,-292.805,3.19256,15,7,8,55
NaI168,168,8,12,18.6,-16.6,-4.44,51.07,995.9,0.0977,-265.247,3.19057,15,8,8,56
NaI169,169,8,12,18.6,-16.68,4.38,51.25,997.7,0.0977,-339.384,3.16013,15,9,8,57
NaI170,170,8,12,18.98,-12.3,12.23,50.43,979.8,0.0977,-368.959,3.17324,15,10,8,58
NaI171,171,8,12,18.62,-4.49,16.61,51.08,994.7,0.0977,-389.999,3.30442,15,11,8,59
NaI172,172,8,12,18.58,4.38,16.65,51.23,993.8,0.0977,-361.559,3.24465,15,12,8,60
NaI173,173,8,12,18.96,12.25,12.22,50.36,975.7,0.0977,-418.594,3.22526,15,13,8,61
NaI174,174,8,12,18.7,16.66,4.6,51.06,996.8,0.0977,-355.902,3.37454,15,14,8,62
NaI175,175,8,12,18.49,16.58,-4.39,51.3,997.8,0.0977,-386.915,3.25761,15,15,8,63
NaI176,176,8,12,18.97,12.21,-12.26,50.34,974.1,0.0977,-465.183,3.44639,15,16,8,64
NaI177,177,8,12,18.6,4.4,-16.68,51.27,991.8,0.0977,-348.277,3.21111,15,17,8,65
NaI178,178,8,12,13.19,-4.44,-11.26,51.62,995.8,0.0977,-353.379,3.10696,15,18,8,66
NaI179,179,8,12,13.23,-11.27,-4.42,51.51,996.5,0.0977,-443.514,3.10013,15,19,8,67
NaI180,180,8,12,13.27,-11.25,4.42,51.22,994.2,0.0977,-373.863,3.33637,15,20,8,68
NaI181,181,8,12,13.21,-4.57,11.2,51.5,998.1,0.0977,-370.815,3.20663,15,21,8,69
NaI182,182,8,12,13.23,4.51,11.2,51.35,998.6,0.0977,-333.611,3.12533,15,22,8,70
NaI183,183,8,12,13.27,11.28,4.49,51.46,993.7,0.0977,-423.888,3.28495,15,23,8,71
NaI184,184,8,12,13.25,11.29,-4.42,51.47,994,0.0977,-436.686,3.28755,15,24,8,72
NaI185,185,8,12,13.23,4.4,-11.24,51.35,995.5,0.0977,-322.245,3.06415,15,25,8,73
NaI186,186,8,13,18.46,-999,-999,-999,995.5,0.0977,-783.202,-10,15,30,6,127
NaI187,187,8,8,18.46,-999,-999,-999,995.5,0.0977,-783.202,-10,15,31,8,127
